Tweets,Sentiment (All)
myanmar firing bangladesh violates international law said home minister ambassadors different countries international affairs experts called myanmar repatriate rohingya refugees also concerned,NEGATIVE
kena scam developer full video youtube abu qalaq game apartment,NEGATIVE
a trip memory lane dusky leaf monkeys trachypithecus obscurus kampong johor lama kota tinggi johor monkey,NEUTRAL
breaking aviation aircraft charter rental leasing service provider systematic aviation services sas set build water aerodrome pulau perhentian besut district terengganu,NEUTRAL
mmea foils attempt smuggle rohingya myanmar migrants penang waters,NEGATIVE
ahmad zahid charged counts receiving bribes amounting smil rmmil ultra kirana tenure home minister,NEGATIVE
dap veteran lim kit siang wants boustead naval shipyard bns give timeline delivery six littoral combat ships lcs instead merely saying o delays troubled project,NEGATIVE
tidak mustahil pas jadi king maker sinar premium,NEUTRAL
nasi putih ayam kicap yummy,POSITIVE
picnic pantai cahaya negeri port dickson via,NEUTRAL
congratulation youthyearold burhan ali brought laurels country bagging silver medal th gewinn unimap international open championship held malaysia,POSITIVE
interesting front page sinar harian nd,POSITIVE
hoyo fest kembali gais korang terlepas lepas ready punya nanti kongsikan sekali ni,POSITIVE
kisah inspirasi disebalik jenama mamasab bakery via,NEUTRAL
sorry cure pardon you wisdom king prevailed graciously love citizens fairly daulat tuanku daulat tuanku daulat tuanku,POSITIVE
the former wife businessman sm faisal sm nasimuddin refused permission challenge jurisdiction syariah court initiated committal proceedings her,NEGATIVE
juara mutiara resort tioman,NEUTRAL
police tracking hitandrun wira driver plus sg petani incident killed immigration officer,NEGATIVE
when mama bear cooking favourite meal nasi lemak smell permeating house mmmm bliss cannot wait lunch,POSITIVE
selamat kami mengucapkan selamat meraikan kemeriahan sambutan dikasihihappy daywe wishing friendly people wonderful celebration,POSITIVE
ford mustang diperkenal rev enjin guna kunci kawalan jauh brek tangan elektronik drift,NEUTRAL
chia missing months since initially disappeared setapak year,NEGATIVE
razak vacated week razak still warded hospital hkl due stomach ulcers blood pressure issues,NEGATIVE
breaking two fish workers near pulau jerejak arrested malaysian maritime enforcement agency mmea coast guard organisation malaysia apparent breach fisheries act,NEGATIVE
malaysia experiencing economic crisis trading low level us dollar said finance minister tengku zafrul aziz,NEGATIVE
senang tutup suis buka suis smart plug iniguna smartphone sahaja m rm app voice timer google home amazon alexa ksoldshopee,POSITIVE
news jailed expremier razak weekend denied request hospitalised stomach ulcers followed blow selangor palace monday withdrew titles accorded wife rosmah mansor,NEGATIVE
old likely die prisonthis deserves shamed malaysia,NEGATIVE
steamboat best chill selangor dewasa rm kanakkanak rm warga emas oku rmlokasi mai steamboat grill jln elektron youe denai alam shah alam selangor credit jomkita,POSITIVE
prime minister ismail sabri yaakob filed summons lokman noor adam claiming controversial member published malicious defamatory untrue statements social media,NEGATIVE
breaking airport holding berhad mahb said regretted inconvenience airport guests caused flash pia penang international airport surroundings saturday morning mahb also denied power outage airport flood,NEGATIVE
landed don forget eat durian nasi kandar welcome,POSITIVE
street racing zigzag overtaking land jail five years rmk fines pdrm,NEGATIVE
benda dramatik buat ape menang mudah hahaha syihan performed habis motm,POSITIVE
terima kasih tahniah syihan definitely upped value tonight let us better finals go go,POSITIVE
foreign ministry intensifying efforts rescue msian victims job scams,NEGATIVE
nothing good myanmar people raised conflicts disunite region asean wondering vested interests behind meeting,NEGATIVE
esok dah start tempah hoyo fest info lanjut rujuk,NEUTRAL
the continued weaken us dollar thursday sept breaching level far lowest since asian financial crisis afc,NEGATIVE
datuk sm faisal sm nasimuddin kamal filed lawsuit rapper caprice accusing uploading defamatory posts instagramread more,NEGATIVE
you better something eh ktm berhad deserved ths bayar ticket business class nonsense seriously jangan la memalukan malaysia haiyo part yg tu pun dah terkoyak,NEGATIVE
our national flowers hibiscus aka bunga raya grows red keep,NEUTRAL
can politician freaking something instead eating kuih office goes on expect pack nasi lemak macik,NEGATIVE
the users internet pay s month get internet access speed gbps pay rm speed mbps something wrong system it get opinion adun,NEGATIVE
foreign minister saifuddin says hopes member un security council fail people myanmar,NEGATIVE
back salang indah tioman reminds maldives even better,POSITIVE
orang asli tribe reaps good income raja kayu business,POSITIVE
glamping kebun sayur berita harian,NEUTRAL
ampang jaya district police chief acp mohamad farouk eshak said motorcyclist suffered leg injuries ramming rear perodua myvi pm incident,NEGATIVE
palm oil crunch likely prolonged due lack seedlings racing expand seedlings,NEGATIVE
taipei accuses beijing interference trade fair penang,NEGATIVE
ahhhhhhh painful time hardd mean come press whole breast menn,NEGATIVE
utc seremban immigration counters open processing numbers thats still backwards efficiency also elderly unfortunately wait well,NEGATIVE
mongolian yurt wind paradise lodge sabahone hidden gems kundasang nice view scenary plan go try stay place tiket murah,POSITIVE
selain lokasinya dekat ibu kota lumpur jenis penginapan glamping villa chalet bilik dilengkapi gelongsor bukit,NEUTRAL
best makan cicah take slow enjoy slowlysangat sedap yummy,POSITIVE
the malaysian insight melaporkan tertinggi bermesyuarat memutuskan tarikh pembubaran pru,NEUTRAL
acik acik pegi camping bawak dapur sebab camping ni kerjanya masak makan je,NEUTRAL
harimau malaya kendalian coach kim pan gonkim pan gon fifa ranking menang kalah gol clean sheet bolosterima kasih oppa kim pan gonfollow,POSITIVE
best makan kat sini tapi hati hati lah ye sapa plan nak bawak kecik baby ghisau kalau terjatuh tahan sungai tubbq lamb kemensah klkredit cuticuti kaki travel,POSITIVE
alhamdulillah tahniah geng korang mmg best top trending hashtags twitter malaysia via,POSITIVE
tahniah episod nombor tweet lagi top trending hashtags twitter malaysia via,POSITIVE
why use parliament use majlis syura sebab faktor nya,NEUTRAL
amalkan black g soap scrub khas menanggalkan sel kulit mati kesan membersih liang romadapatkan black g shop,NEUTRAL
the banquet even celebrated performances traditional zapin kuda kepang dances,POSITIVE
the incident believed caused misunderstanding bar continued outside premises two men,NEGATIVE
mohd firdaus lamented deal tenants messy toilet habits spite warned repeatedly,NEGATIVE
malaysian pm sad see serious security council action myanmar,NEGATIVE
gambar aksi final piala raja thai diantara vs tajikistan stadium th anniversary chiang mai thailand,NEUTRAL
sesiapa mencari bidang customer service telemarketer recovery eutiveboleh share resume anda emel farisazizicom whatsapp faris,NEUTRAL
pecahan pemain kesebelasan kelab perlawanan final kings cup menentang tajikistan semalamjohor darul takzim sembilan fk jablonec selangor follow,NEUTRAL
webinar percuma teknik jutawan crypto oct sabtu pmscan qr code utk daftar klik link,NEUTRAL
menteri sekitar air tuan ibrahim tuan man berkata dilantik working group climate change awgcc,NEUTRAL
bagi berminat membeli rte scan qr code tertera poster,NEUTRAL
maha yakin menang pru the old man sampai mati tak jadi pm usual try dirty ways stop become pmwhen told all maha destroyed ph govt nobody believed including party dap,NEGATIVE
anwar merasmikan markaz knowledge city dibawah kelolaan india credit reengaston,NEUTRAL
blue wavy kurung maxi skirt price rmbrand condition flaw size lremarks,NEUTRAL
foreign minister saifuddin abdullah met returning victims lumpurs airport said government managed rescue people reported missing cambodia laos myanmar thailand,NEGATIVE
sebenarnya ph pun gembira nak pru propaganda banjir ni sengaja menaikkan kebencian modus operandi bergantung sentimen emosi taruhan menang,NEGATIVE
ragnar locker group added malayan flour mills berhad victim list claim published gb data containing certificates confidential docs financial data reports etc,NEGATIVE
a number malaysian job scam victims remain stranded foreign countries despite escaping syndicates laos cambodia myanmar slapped fines cannot pay immigration offences,NEGATIVE
having zero trust policy isn bad difficult thing all means verify think longpolisi sifar amanah bukanlah buruk sukar sekali bermakna anda mengesahkan cuba fikir tapi jangan lama sangat,NEGATIVE
kampung bahagia bangi village life village lifestyle village life,NEUTRAL
those berminat ngan medical book pm visit detail availabe,NEUTRAL
forced labour serious problem malaysia says yb kulasegaran member parliament malaysia,NEGATIVE
an mp called putrajaya temporarily bar malaysians recruited work cambodia job scam syndicates busted,NEGATIVE
parti king maker menentukan pentadbiran umum ke pru,NEUTRAL
camping kabus best woo ditemani bintang bersinar tenangg jiwa stellar golden hills cameron highlands kredit tengku danial,POSITIVE
volkswagen setia dilancarkan ke malaysia ke dikendalikan goh brothers motor,NEUTRAL
first time nasi lemak breakfast georgetown penang boom hooked sambal dried anchovies am oooh yes please,POSITIVE
kru restaurant mcdonalds pandu lalu taiping lake garden see link details,NEUTRAL
kru restaurant mcdonalds pandu lalu masai see link details,NEUTRAL
a trip memory lane told might die eating durian,NEGATIVE
despicable face shaming called progressive women centric politicianare dap bankrupt ideas resort kind low blow another example dap,NEGATIVE
jalan alor one popular places street food malay options also neighbour countries cuisines yum,POSITIVE
the price beer carlsberg ringgit tiger beer ringgit heineken ringgit present exchange rates baht so expensive due higher taxes,NEGATIVE
kru restaurant mcdonalds taman yaakob,NEUTRAL
heritage ping red stripes baju kebaya price rmbrand heritage pingcondition flaw size sremarks,NEUTRAL
mengaku geng penyamun save thieves crooks cheats hypocritessay bnpnmngtagrs,NEGATIVE
ismail sabris weaselwords mislead rakyat lack credibility,NEGATIVE
welcome bumi khatulistiwa mr sac moch hairuddin bin che hamid cawangan khas teamhave pleasant stay us pontianak,POSITIVE
check speedtest results mbps mbps up speeds compare worst experience elco shameshame shame,NEGATIVE
nissan almera facelift diperkenal model perubahan gaya kelengkapan enjin l na,NEUTRAL
a waste pn slams dissolution oct,NEGATIVE
the malaysian embassies cambodia laos myanmar working authorities rescue victims job scam lured abroad,NEGATIVE
kali terakhir jatuh menentang guam wtf ini menendang layak kejohanan afc b logik agak kacau layak kejohanan afc b bruh,NEGATIVE
finally huhu one tree done love details much lukisan ni bibi ambil day siapkan pokok mencabar nak lukis love tree details tree cuteee,POSITIVE
permohonan maaf coach bima sakti,NEUTRAL
lee zi jia ni tersangat la power kalau kurang unforced error dia dpt control tu can stop hes got full package net smash backhand tall easily control court absolute best final,POSITIVE
brad binder afrika mencatat terpantas latihan grand prix sepang jumaat pendahulu kejuaraan menduduki kebaca,POSITIVE
malaysia slammed deporting myanmar military defectors,NEGATIVE
ringgit fucked versus regional currencies aside usd heading towards banana republic,NEGATIVE
courier yg slow,NEGATIVE
former sekong assemblyman samsuddin yahya died thursday,NEGATIVE
cyberwarfare training cell malaysians linked s spy service allegedly arrested trying extract informational hamas operative,NEGATIVE
group malaysians abducted interrogated suspected sent get cyberwarfare training east asia identified hamas operative omar el belbeisi malaysian authorities investigating incident,NEGATIVE
reports claim team agents captured failed operation kidnap hamas operative asian country reported,NEGATIVE
datuk khairul dzaimee daud mengesahkan warga israel nas daily memasuki pasport saint kitts nevis oktober lepas,NEUTRAL
its tit tat trying deflect scandals accumulated explanation yet lcs scandal major arrest sort,NEGATIVE
wuuu rasa bangga nampak logo sticker pejuang cermin belakang niwhat good way start today,POSITIVE
ahmad zahid also slammed opposition harping fact elections called due monsoon season,NEGATIVE
that last gawai dayak sorry late post due unforeseen circumstances life mine,NEGATIVE
marhaen lancar tuntutan pru nasty policemen came us individually try get ic numbers demo,NEGATIVE
the best cendol ever melaka trip day cendol kampung hulu,POSITIVE
malaysian mothers choose ayam brand canned tuna best canned food motherhood choice award annual event whereby mums select best choices mums,POSITIVE
more hikers reported trapped telaga tujuh waterfall langkawi yesterday morning due water surge phenomenon,NEGATIVE
is bums muster samseng motor disgrace voting bunch people operates like gangsters,NEGATIVE
car speeding dark stretch malaysian highway slams motorcycle without tail lights,NEGATIVE
roti canai roti telur utc sentul lumpur credit ig klfoodie,NEUTRAL
more hikers trapped telaga tujuh waterfall,NEGATIVE
dah start dah sampah sarap ni berkempen spare liars,NEGATIVE
cerita ni memang gila scary weh dua unfriended unfriended dark web korang suka horror memang wajib tengok nak cerita best macam ni jom la follow like page kami sofa good,POSITIVE
wahhhh ni dpt berita nice jnetwork group tapi bila dh jadi nanti confirm best saving tools,POSITIVE
the three accused causing death colleague asrup raidin rmn uniform station lagoon area pulau terumbu ubi labuan pm dec,NEGATIVE
the premises operating openly six months three years deceived authorities displaying signboards pawning gold accessories,NEGATIVE
team codam membuka booth cryptobeings berminat nak timba ilmu cryptocurrency anda melawat booth kami jangan lupa tag kamisehingga seterusnya,NEUTRAL
un slams forced returns myanmar nationals seeking asylum via,NEGATIVE
gerakan use pn logo ge,NEUTRAL
police reports lodged tengku zulpuri eleven ngos due allegedly insulting pahang monarchy recent talk,NEGATIVE
boring la yg nak service vcs pm ye baby,NEGATIVE
complaining online long queues long traffic jams wanted cheaper food petrol,NEGATIVE
ada minta cream cheese lebih,NEUTRAL
pengunjung disneyland shanghai terjebak akibat lockdown mendadak,NEUTRAL
the nasi lemak national dish malaysia nasi lemak coconut milk rice served sambal fried crispy anchovies toasted peanuts boiled egg cucumberi added chicken rendang make richerwhy rice green,NEUTRAL
help children el bahasa melayu twinkls educational resources get hundreds malay teaching resources,POSITIVE
mazda cx facelift tiba terima sedikit perubahan gaya teknologi enjin,NEUTRAL
the imminent loss pakatan harapan ge becoming apparent see desperation propaganda troopers circulating obviously fake letter candidates election pledgenak tipu free tol pun tak percaya dah,NEGATIVE
batik jobs cabin crew walkin interview november apply,NEUTRAL
amazing wd thinaah pearly bangga sangat korang,POSITIVE
mca contesting batu parliamentary seat instead mic following discussions barisan chairman zahid hamidi last night says party president wee ka siong read,NEUTRAL
warisan find tough compete three main coalitions peninsular despite fielding former mca dap leaders coming general election say analysts read,NEGATIVE
daikin memang tahan lasak rm hp standard inverter wall mounted ftkf series smart control rating pengguna lazada,POSITIVE
bersekolah sekolah british uk news say sunak educated ayear winchester college private school also counted sekolah cara hidup british what eat fish chips often enough,NEUTRAL
french open cetak sejarah gelar super sports,POSITIVE
frankly speaking pity ismail back stabbed way,NEGATIVE
bentuk scam politik nama pon tok mat kaya nama tok memang nama scammer kaya weh rmk dia tahun,NEGATIVE
parti bersatu psb serious threat gabungan gps urban miri federal seat gps united peoples party supp secretary general sebastian ting said read,NEGATIVE
cops arrest man stepped deepavali kolam,NEGATIVE
sunset view seberang jaya,NEUTRAL
malaysia reiterates disappointment lack progress pc myanmar summits,NEGATIVE
navy lt cdr hon assoc prof dr hazmi rusli presenting paper titled sulu arbitration ridiculous claims longlost sovereign,NEGATIVE
wisma putra statement today informed group people arrived pm via airlines flight mh jeddah saudi arabia,NEUTRAL
bn named puteri chief zahida zarik khan candidate padang parliamentary seat corporate figure rozabil abd rahman arau,NEUTRAL
tempat makan seafood thai suasana bangkok view tepi sungai dkt klang,NEUTRAL
did kelana jaya lrt fail bcoz prasarana used cracked software bittorrent,NEGATIVE
a total students universiti sultan idris upsi reported injured bus crashed slim lama near kota malim prima wednesday,NEGATIVE
we stop folks kelantan coming kl la enjoy fruits labor support bunch idiots hypocrisy,NEGATIVE
prasarana berhad mendedahkan punca gangguan komponen elektronik kawalan tren automatik atc lrt laluan kelana jaya dikenal pasti,NEUTRAL
basically x ikhlas nmpk sgt ikut trend everthing broken website medicine tp iklan pintu istana,NEGATIVE
parti bersatu pbrs longtime component barisan nasional coalitions consent contest gabungan grs ranau parliamentary seat read,NEUTRAL
myvi overturned johor plead guilty rioting,NEGATIVE
mca president wee ka siong alleged today dap chairman lim guan engs actions back finance minister led delay upgrading penang international airport read,NEGATIVE
parti pejuang pejuang chairman mahathir mohamad yesterday announced partys official formation sabah,NEUTRAL
nasi goreng luncheon babi sayuran,NEUTRAL
malaysia hebat back square one org yg x nk tetap menang tahniah malaysia sgt deplomatik sgt adil yg mahukan full crap bullshit,NEGATIVE
hebat back square one diorg yg x nk tetap menang tahniah malaysia sgt deplomatik sgt adil yg mahukan full crap bullshit,NEGATIVE
congratulation ts menunggu ts dilantik pm baru teruskan perjuangan demi agama bangsa,POSITIVE
malaysia heads hung parliament ruling bloc suffers losses via,NEGATIVE
looks like opposition leader anwar ibrahim phpkr risky move contest tambun could pay off leading incumbent mp faizal azumu around votes daughter nurul anwar still danger permatang puah,NEGATIVE
jari lebam time redeem promotions petaling jaya,NEUTRAL
it good catch meeting zaifrul astro awani recently its quite sometime since caught zaifrul ayuh menuju puncak,POSITIVE
done inked selangor darul ehsan,NEUTRAL
amboi handsome fella,POSITIVE
kepong dap candidate lim lip eng saying many elderly voters complained cast votes dark,NEGATIVE
malaysian cepat list kedai je yg discount,NEUTRAL
selamat memilih negara happy voting,POSITIVE
excited nak tengok result pru ni adakah result polls undian trend sosial result jauh berbeza,POSITIVE
a dutch court thursday convicted three men murder role shooting airlines passenger jet,NEGATIVE
oof durians expensive,NEGATIVE
nasi kandar kedah one fav places lunch love variety curry,POSITIVE
sebelum cat food hedgehog wajib campoq flaxseed oil dulu kebaikan dia banyak salah bagus kulit seeloknya mix direct hedgehog ok mau cat food cari saya mau flaxseed oil cari kat shopee,POSITIVE
trash garbage kampung parit waste disposal system absent many times sampah sarap thrown indiscriminately burnt ladang,NEGATIVE
malaysian airlines flight mh crash russian missile downed plane ukraine men punished tragedy hngn video,NEGATIVE
hague court sentenced girkin kharchenko dubinsky life imprisonment shooting boeing airlines mh occupied july,NEGATIVE
kalau kena musim dia mesti best makan mangga je la weh homestay dia pun scenery cantik,POSITIVE
mca candidate dato quek tai seong representing contesting indera mahkota constituency,NEUTRAL
hi bby open slot vc bogel lancap sayang deal kat whatsapp melaka rest peace bigbang disgusting g nato ampang agong bersatu muhyiddin perak taliban anwar kl city penang,NEGATIVE
bursa rolls interactive fund information platform retail investors,NEUTRAL
he trafficked myanmar forced work scam operation,NEGATIVE
jom walkin interview watsons esok november sogo klyou apply kat je,NEUTRAL
ya rasuah ekonomi ir gdp pekerjaan tak perlukenapa tak fokus terpaling pentingseks seks seksheres idiot sandwich,NEGATIVE
just arrived jakarta eaten nasi padang long time alhamdulillah able eat together tksu motac malaysian embassy jakarta,POSITIVE
semakin menghampiri penentuan bahang umum ke pru kian terasa kebanyakan tempat,NEUTRAL
malaysia warns uncertainties volatility palm oil market persist,NEGATIVE
siapa nak beli sewa rumahbungalow semid terrace condo reach us click link here join telegram channel official,NEUTRAL
awas penyamaran tipu panggilan macau scam,NEGATIVE
omg seriously kak tak rasa bersalah kebuatnya owner kad patah balik habis hang buat malu je weyyy makan semuahuhu tolonglamalu,NEGATIVE
prices likely trade ringgittonne end december due flooding well weaker ringgit malaysian palm oil council mpoc,NEGATIVE
pavilion reit acquisition pavillion bukit jalil,NEUTRAL
kami mahu memerlukan pengedar pengedar stok penjual semula pengimport baju hawaiian made hawaii kami moq menghantar dhl sila minta richie,NEUTRAL
east malaysian also need start change perspective towards semenanjung people also considered discrimination stop blaming semenanjung also need monitor lingo local minister gatal jg tu tgn diorang tu,NEGATIVE
ready stock lamborghini huracan evo recond unregister techno pack interior aranco leonis nero ade price rm market price pm info,POSITIVE
kad hijau cidb daftar renew,NEUTRAL
alhamdulillah perjuangan pas diterima memenangi kerusi memperoleh undi popular tertinggi pru,POSITIVE
congratulation wni sentiasa mendukung ds tak sabar nak bekerja kembali,POSITIVE
myaman ingin mengucapkan tahniah yab ke dato may country thrive wise leadership,POSITIVE
congrats dato anwar ibrahim pm semoga maju membangun penangan popcorn drive thru,POSITIVE
finally happened ah finally fucking years dato anwar bin ibrahim malaysias th prime minister take seat everyone ept azmin kj la,NEGATIVE
jangan ulangi kesilapan melayu fuck melayu berkerjasama puak,NEGATIVE
toyota dominasi perlumbaan sk menang kelas mtc top,POSITIVE
coalitions final results compared results pakatan harapan seats voteperikatan seats votebarison seats vote,NEUTRAL
guys idea elections calon pm je anwar muhyiddin know really mandate haih stress la,NEGATIVE
keselamatan maritim jadi fokus latihan carat angkatan tentera tentera laut syarikat,NEUTRAL
nak tanya kawan study sejarah buku terbitan patriots sesuai dijadikan rujukan ilmiah tugasan tq anda membantu,NEUTRAL
toyota innova zenix diperkenalkan mpv platform tnga generasi ke besar hibrid,NEUTRAL
subaru impreza diperkenal model generasi keenam bentuk hatchback rs hp,NEUTRAL
honda rebel touring diperkenal fairing hadapan beg barangan enjin cc,NEUTRAL
tapi nice teruk yaaa game tadi nak gugur jantung tengok asyik diving jee,POSITIVE
menunggu bagaimana dgn anda like yes reply,NEUTRAL
datuk reezal merican naina merican today congratulated successor nga kor ming appointment local government development minister,POSITIVE
them pn bums sore losers,NEGATIVE
kkm laksanakan rawatan hiv preexposure prophylaxis prep dimulakan klinik terpilih percuma mulai januari depan,NEUTRAL
b raider pesawat generasi ke merangkumi aspek stealth berevolusi tahun,NEUTRAL
pesawat pengebom b raider dipamerkan ini pesawat pengebom terbaharu dihasilkan northrop grumman,NEUTRAL
salam perlis jamadil h happy saturday morning perlis malaysiakredit foto igikuti,POSITIVE
friend says medont understand hate zahid secondincharge muchdude im putih mat saleh ang moh even know aiyoh,NEGATIVE
sudah turn,NEUTRAL
satu kena scam kecewa undi ph sebab tolak bneh tautau jadi tpm,NEGATIVE
splash waterfall telaga tujuh langkawi,NEUTRAL
academic slammed alleged remarks hiv,NEGATIVE
dah sampaiii first impression ringan wiko buds bluetooth g mm driver hr single charge hr full charge ipx,POSITIVE
seekor lamb bbq belakang zoo,NEUTRAL
as msian right another msian regardless ethnicity feel land belongs one ethnic only wrong stop fanning statements as kalau tak suka balik nak balik aku,NEGATIVE
kita racists yabangsa gaduh bangsa inisemenanjung gaduh sarawakparti guna sentimen agama raih sokongantolak tepi semantik rasional semuanya racists sedar,NEGATIVE
pada keluarga sukakan ala glamping tu cuba stay kat sini nature,NEUTRAL
memalukan g mana paid what cheating malaysianalways internet always asked excuses,NEGATIVE
check speedtest results mbps mbps up speeds compare telco terrible g cakap g,NEGATIVE
we need preserve batik also promote together increase economic value said batik artist,POSITIVE
heading tioman island looking familyfriendly beachfront resort check paya beach resort located kampung paya paya beach resort offers affordable luxury well nearby kampung charm,POSITIVE
kenapa start sales real estate,NEUTRAL
the best township development southern award goes taman sutera sutera development,POSITIVE
the best mass market highrise development central award goes jsatine gandingan jakel,POSITIVE
the best mass market landed development central award goes mutiara hills semenyih boustead properties berhad,POSITIVE
the best retail architectural design award goes sutera square sutera development,POSITIVE
congratulations winner mah sing group berhad,POSITIVE
if subsidy plan implemented without mechanisms like providing bantuan sara hidup would result higher inflation rate,NEGATIVE
shameful incident point noted university recieved funds,NEGATIVE
nearly hectares land belonging terengganu government illegally exploited setiu dungun since read,NEGATIVE
aksi atlet terjun jellson jabilin memenangi pingat emas sepuluh meter platform lelaki fina diving grand prix akuatik bukit jalil ahad,POSITIVE
anda bersantai tepi pantai sambil melakukan ootd cantik,NEUTRAL
taman berkonsepkan padang pasir pulau pinang dis bertam souk waterpark,NEUTRAL
in june year malaysian pollster merdeka centre published muslim youth survey survey per cent agreed quran replace countrys constitution per cent,NEUTRAL
the prime minister anwar ibrahim spent time eating kampung performing friday prayers jamek kampung mosque today,NEUTRAL
tempat camping perlis,NEUTRAL
tentera laut laut diraja tentera laut diraja menjalin melaksanakan coordinated patrol area narathiwatkelantan nk cpa semalam,NEUTRAL
he system would help protect authenticity musang king durian malaysia dsr ceo ng lian poh said,NEUTRAL
yes true please that disrespectful dsai leader pm maksud dato tu nie part msian family tapi dgn panggilan sebegitu sounds weird annoying,NEGATIVE
mencari langgar lari individu dihubungifull name cheong wei yangage contact current work ta security holdingsprevious education monash university mykad xx,NEUTRAL
malaysia g agency denies transparency allegations,NEGATIVE
proton saga bakal dijadikan mainan hot wheels skala sempena ulangtahun ke mattel,NEUTRAL
we proud announce student nur iman izzad awarded icon selangor anis selangor rd december awarded hrh tengku raja muda selangor tengku amir shah ibni sultan sarafuddin idris shah al haj,POSITIVE
penang chief minister chow kon yeow said based informal talks pakatan harapan ph leadership,NEUTRAL
timbalan barisan nasional ds zahid hamidi tampil pentas ceramah mega ayuh sempena pru padang serai padang kg tunku putra kulim,NEUTRAL
richie rachman syafinaz pelancaran fashion galeri seni,NEUTRAL
jet peribadi national geographic boeing ketibaan lapangan sandakan,NEUTRAL
terrible airline malaysian people airline industry hate jobsground staff intl airport security apparatus even cabin crew airline serious decline hence people show disdain flyers,NEGATIVE
death toll campsite landslide rises,NEGATIVE
batang landslide thick muddy soils complicate sar operation jbpm,NEGATIVE
death toll rises death toll landslide hit campsite kal far malaysian capital worsens time landslide people campsite,NEGATIVE
malaysia campsite landslide kills,NEGATIVE
update dead missing following landslide campsite near batang kali selangor,NEGATIVE
fire rescue department deploy k help search rescue effort disaster site batang kali selangor,NEUTRAL
keep cheating no internet providerworst never check speedtest results mbps mbps up speeds compare,NEGATIVE
repost rekabentuk tingkat desahouse zizieuda studiotonton,NEUTRAL
update least dead injured missing following landslide campsite near batang kali selangor,NEGATIVE
hi may know siapa yg interested nak beli ticket bus moraza date time am tbs k trgplease hmu accidentally bought wrong timeee beli rm jual rm please hmuuuu,NEGATIVE
video vehicles tents buried due landslide campsite near organic farm fathers organic farm batang kali selangor,NEGATIVE
peranan hakiki ahli badan legistalif penggubal undangundang malaysia merujuk khususnya adr kabinet eksekutif penyokong back benchers pembangkang bebas,NEUTRAL
projek bertujuan menilai pengambilan penerimaan kebolehlaksanaan prep hiv klinik malaysia,NEUTRAL
over trapped landslide selangor selangor,NEGATIVE
edisi keenam kembara riuh ock riuh unifi berlangsung ahad bukit kiara equestrian resort menyasarkan kehadiran pengunjung,NEUTRAL
th dec weeks weak check speedtest results mbps mbps up speeds compare,NEGATIVE
them bums sore losers never blame everyone elses fault,NEGATIVE
port makan food thai suasana bangkok dekat kuala,NEUTRAL
melaka chief minister sulaiman ali warned show door heads officers state departments fail perform duties pledging compromise matter read,NEGATIVE
antara feeder pet hampa,NEUTRAL
kesinambungan lagu hit ku bersuara ernie zakri lancar single terbaharu berjudul astana,NEUTRAL
the representation cancel charge issuing defamatory statements sultanah terengganu sultanah nur zahirah rewcastlebrowns book,NEGATIVE
turds inducing motherfuckers bashing harass also,NEGATIVE
mmg dahsyat eh santau mantis ni korang marvel mesti suka punyer cerita ni betul feel christmaskami sfsg cerita best ajerr tau kredit youtube marvel,POSITIVE
myanmar authorities arrested rohingya including children travelling without official documents tried make way malaysia state reported friday,NEGATIVE
traffickers smuggling bengali people refugee camp arrested yangon region,NEGATIVE
batang kali according berita harian postmortems four victims found yesterday dec completed,NEUTRAL
untuk jual road bike camp kgnak jual rm beli aloy shimano sora groupset helmet handstandsize m breakdisc,NEUTRAL
lorry driver loses control drifts crashes perodua bezza parked yellow line putrajaya,NEGATIVE
congratulations cousin aisha husband rahad heres wishing best years come kampung rhu homestay,POSITIVE
tempat makan seafood thai suasana bangkok dekat cheras,NEUTRAL
over rohingya stranded sea near andamans many feared dead report video,NEGATIVE
tempat makan nasi lemak udang gergasi sedap setia alam tok wea corner setia,NEUTRAL
three premises found shortage chickens premises identified lacking supply subsidised packet cooking oil,NEGATIVE
shame check speedtest results mbps mbps up speeds compare,NEGATIVE
in announcing matter fahmi said fund collection via tabung bantuan bencana kkd contributed various agencies ministry,NEUTRAL
memang nice teruk sbb candle light dinner tepi pantai pangkor laut resort pulau pangkorcredit ngidammy twt,POSITIVE
the death toll landslide unauthorized campsite rises search rescue teams continue comb muddy terrain,NEGATIVE
batang landslide body th victim found depth meters hulu selangor fathers campsite tragedy,NEGATIVE
pu azman pleaded guilty,NEGATIVE
ringgit slips recession worries trigger riskoff sentiment,NEGATIVE
bermalam dkt dgn family mmg best nak bersantai santai hujung cuti sekolah ni dashbox hotel cyberjayacredit lokalisstay twt,POSITIVE
actor op stunt buat sendiriada jenis lesenconfirm best,POSITIVE
severelevel continuous heavy rain expected occur several areas kedah perak pahang period,NEUTRAL
anugerah destinasi popular jatuh kepada jb larkin tahniah warga johor moga bertambah trip ni,POSITIVE
kasut slipper getah b original kualiti kayangan,POSITIVE
the pregnant woman charged attempting rob nur rabeatul addawiyah rasul kedai emas daz jewellery mydin ayer keroh,NEGATIVE
pendakwah teknologi claimed nearly million user information maybank election commission ec astro leaked,NEGATIVE
massive fire cambodia hotel casino kills least whio tv whio radio video,NEGATIVE
pemandangan waktu senja kpj perda vivo x pro lightroom mobile,NEUTRAL
the use modified containers latest modus operandi drug smuggling,NEGATIVE
ringgit opens slightly lower us dollar amid geopolitical concerns,NEGATIVE
